0,Cluster_Name,UCAC4,RAJ2000,e_RAJ2000,DEJ2000,e_DEJ2000,ePos,EpRA,EpDE,f.mag,a.mag,e_a.mag,of,db,Na,Nu,Nc,pmRA,e_pmRA,pmDE,e_pmDE,Jmag,e_Jmag,q_Jmag,Hmag,e_Hmag,q_Hmag,Kmag,e_Kmag,q_Kmag,Bmag,e_Bmag,Vmag,e_Vmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,g,c,H,A,b,h,Z,B,L,N,S,OutFlag,P_M1,P_M2_kinem,P_M2_join,P_M3,ClassM1,ClassM2,ClassM3
275,Ruprecht_147,369-165829,289.159,26,-16.3387,19,32,1998.12,1999.12,14.112,14.125,0.07,0,0,7,7,3,5.1,3.3,-4.5,3.3,12.834,0.02,5,12.468,0.03,5,12.395,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
276,Ruprecht_147,369-165830,289.159,26,-16.3309,24,35,1999.91,1999.94,14.588,14.584,0.08,0,0,6,6,2,4.6,7.4,1.1,7.4,13.415,0.02,5,13.105,0.02,5,13.008,0.04,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
277,Ruprecht_147,369-165831,289.159,81,-16.3553,138,241,1981.64,1982.27,16.03,16.169,-9999.99,0,0,1,1,3,-3.1,5.2,-14.3,8.7,14.956,0.03,5,14.614,0.04,5,14.711,0.1,5,17.415,16,16.488,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.99,0.99,0,0,1,0
278,Ruprecht_147,369-165832,289.16,60,-16.3639,59,93,1992.52,1993.94,16,15.993,0.45,0,0,3,3,3,-0.8,4.3,-10.5,4.5,14.334,0.03,5,13.703,0.03,5,13.626,0.05,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
279,Ruprecht_147,369-165833,289.16,59,-16.3683,54,95,1989.5,1991.17,15.682,15.864,0.21,0,0,3,3,3,-4.3,3.9,-3,3.7,14,0.03,5,13.474,0.03,5,13.372,0.04,5,16.931,12,15.932,10,16.515,1,15.73,1,15.115,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
280,Ruprecht_147,369-165835,289.161,150,-16.2847,70,213,1986.48,1989.51,16.066,16.195,0.22,0,0,2,2,3,-3.2,9.3,-6.6,4.5,15.162,0.04,5,14.996,0.07,5,14.981,0.13,6,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
281,Ruprecht_147,369-165836,289.161,111,-16.3515,93,277,1974.07,1981.59,16.146,16.165,0.26,0,0,2,2,3,16.3,8.2,-17.9,5.6,15.17,0.04,5,14.687,0.06,5,14.715,0.12,6,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,0.06,0,0,0,0,0
282,Ruprecht_147,369-165837,289.161,19,-16.3343,16,25,1999.09,1998.97,13.722,13.739,0.07,0,0,7,7,3,0.5,3.4,3,2.8,12.577,0.03,5,12.299,0.03,5,12.221,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
283,Ruprecht_147,369-165838,289.163,72,-16.2588,72,128,1987.93,1987.95,15.958,16.484,-9999.99,0,0,1,1,3,-4.1,4.6,-3.5,4.5,15.297,0.05,5,14.926,0.07,5,14.972,0.13,6,17.845,29,16.895,10,-9999.99,-9999.99,16.465,1,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
284,Ruprecht_147,369-165839,289.164,86,-16.3155,87,190,1981.42,1980.97,16.296,16.306,0.46,0,0,2,1,3,2.4,5.5,0.5,5.5,15.562,0.06,5,15.304,0.1,5,15.057,0.13,6,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
285,Ruprecht_147,369-165840,289.164,41,-16.3925,40,61,1995.61,1995.73,15.61,15.617,0.13,0,0,3,3,3,-3,3.6,-3.6,3.6,13.839,0.02,5,13.216,0.03,5,13.073,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,1,0
286,Ruprecht_147,369-165841,289.164,87,-16.2649,180,314,1980.54,1980.57,16.237,16.47,-9999.99,0,0,1,1,3,-4.6,5.5,3.5,11.2,14.779,0.03,5,14.359,0.04,5,14.357,0.08,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
287,Ruprecht_147,369-165842,289.165,43,-16.3567,29,56,1994.22,1997.51,15.091,15.047,0.08,0,0,3,3,3,0.7,3.5,-5.4,3.3,13.244,0.02,5,12.708,0.03,5,12.574,0.03,5,16.502,8,15.269,1,15.87,1,15.064,1,14.682,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
288,Ruprecht_147,369-165843,289.165,68,-16.2023,69,124,1987.54,1987.24,15.733,16.029,0.19,0,0,2,2,3,-5.6,4.4,-7.9,4.3,14.742,0.04,5,14.272,0.05,5,14.217,0.08,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
289,Ruprecht_147,369-165844,289.167,33,-16.3987,23,42,1996.65,1998.55,14.684,14.818,0.23,0,34,5,5,3,-6.7,3.3,-10.6,3.2,13.213,0.03,5,12.803,0.03,5,12.738,0.04,5,15.73,8,14.832,4,15.25,5,14.587,12,14.469,14,0,3,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,0
290,Ruprecht_147,369-165845,289.168,85,-16.2484,85,168,1984.19,1983.65,15.906,16.467,-9999.99,0,0,1,1,3,5.2,5.2,-5,5.2,15.314,0.05,5,14.939,0.07,5,14.834,0.12,6,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
291,Ruprecht_147,369-165846,289.17,11,-16.2781,10,21,1991.97,1991.63,9.202,9.266,0.05,0,0,7,2,10,0.3,1.6,-24.6,1.1,7.954,0.03,5,7.98,0.03,5,7.9,0.02,5,9.41,1,9.115,1,-9999.99,-9999.99,-9999.99,-9999.99,8.366,1,0,2,0,1,0,0,0,0,0,1,3,0,0.88,0.03,0.03,0.84,1,0,1
292,Ruprecht_147,369-165848,289.171,64,-16.3339,50,88,1997.05,1991.96,15.163,14.978,0.05,0,0,3,2,3,-7.4,6.7,-14.1,3.6,13.727,0.03,5,13.342,0.03,5,13.223,0.04,5,16.138,2,15.308,8,15.649,1,15.074,3,14.808,5,0,3,0,0,0,0,0,0,0,1,1,0,0,0.99,0.99,0,0,1,0
293,Ruprecht_147,369-165849,289.171,44,-16.3499,35,59,1996.63,1996.44,15.176,15.087,0.06,0,0,3,3,3,-11.7,4.4,0.6,3.4,13.153,0.03,5,12.557,0.03,5,12.429,0.03,5,-9999.99,-9999.99,15.491,5,16.153,1,14.995,1,14.552,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
294,Ruprecht_147,369-165850,289.171,29,-16.3872,23,37,1998.89,1998.52,14.538,14.478,0.08,0,0,5,5,3,0.8,4.8,0.3,3.3,13.331,0.03,5,13.013,0.03,5,12.959,0.03,5,15.26,4,14.603,6,14.877,1,14.383,1,14.299,3,0,3,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,0
295,Ruprecht_147,369-165852,289.174,29,-16.2089,50,59,1997.93,1997.65,15.199,14.932,0.13,0,0,4,3,3,-6.5,3.6,-12.9,5.8,13.878,0.02,5,13.551,0.03,5,13.544,0.04,5,15.719,2,15.158,4,15.402,1,14.909,1,14.822,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
296,Ruprecht_147,369-165853,289.176,78,-16.3514,59,140,1981.53,1989.67,16.064,16.06,0.62,0,0,2,2,3,-18.7,5,-15,3.9,14.217,0.04,5,13.671,0.04,5,13.51,0.05,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,3,1,0,0,0.27,0,0,0,0,0
297,Ruprecht_147,369-165854,289.176,23,-16.3743,24,34,1998.53,1998.4,14.621,14.566,0.11,0,0,5,5,3,1.7,3.3,-3.1,3.3,12.771,0.03,5,12.191,0.02,5,12.112,0.03,5,15.812,3,14.721,6,15.241,2,14.415,1,14.152,5,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
298,Ruprecht_147,369-165855,289.176,90,-16.2258,57,168,1978.69,1991.53,16.032,16.035,0.07,0,0,3,2,3,3,5.9,-2.4,3.9,14.735,0.04,5,14.439,0.04,5,14.296,0.08,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
299,Ruprecht_147,369-165856,289.178,59,-16.2931,58,94,1992.16,1992.25,15.931,16.318,0.13,0,0,2,2,3,2.5,4.2,1,4.1,14.573,0.04,5,13.947,0.05,5,13.941,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,1,0
300,Ruprecht_147,369-165858,289.179,21,-16.2634,23,31,1998.77,1998.52,14.458,14.568,0.09,0,0,7,6,3,17.5,3.2,5.1,3.2,12.807,0.02,5,12.25,0.03,5,12.139,0.02,5,15.832,1,14.813,1,15.313,2,14.334,1,14.126,12,0,3,0,0,0,0,0,0,0,1,1,0,0,0.11,0,0,0,0,0
301,Ruprecht_147,369-165859,289.18,16,-16.2076,14,21,1999.06,1999.05,12.973,12.96,0.08,0,0,7,7,3,0.4,2.4,-6.4,2,10.999,0.02,5,10.385,0.03,5,10.225,0.02,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,3,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
302,Ruprecht_147,369-165860,289.181,125,-16.3082,125,273,1979.99,1979.56,16.367,16.408,-9999.99,0,0,1,1,3,11.1,7.3,9.3,7.3,-9999.99,-9999.99,0,-9999.99,-9999.99,0,-9999.99,-9999.99,0,17.596,20,17.274,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.44,0.28,0,0,0,0
303,Ruprecht_147,369-165864,289.184,95,-16.3023,68,171,1981.16,1987.39,16.172,16.056,0.35,0,0,2,2,3,-6.1,6,-6.2,4.3,14.778,0.04,5,14.384,0.05,5,14.227,0.07,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
304,Ruprecht_147,369-165865,289.184,17,-16.2062,24,29,1998.78,1998.61,12.279,12.245,0.05,0,0,7,6,4,-1.2,2.2,-24.5,2.9,10.893,0.02,5,10.495,0.03,5,10.442,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,3,0,0,0,0,0,1,1,0,0.94,0.03,0.06,0.91,1,0,1
305,Ruprecht_147,369-165866,289.185,34,-16.2594,29,45,1998.57,1998.92,13.255,13.212,0.08,0,0,7,7,3,-3.2,5,-23.1,4.8,11.446,0.03,5,10.874,0.02,5,10.771,0.02,5,14.564,2,13.443,1,13.991,1,13.075,4,12.706,1,0,3,0,0,0,0,0,0,0,1,1,0,0.83,0.09,0.06,0.79,1,0,1
306,Ruprecht_147,369-165867,289.187,105,-16.3034,102,241,1978.91,1979.72,16.365,16.235,-9999.99,0,0,1,1,3,-23.5,6.7,2.8,6.4,14.884,0.07,5,14.416,0.07,5,14.154,0.08,5,16.698,9,15.93,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.49,0,0,0,0,0
307,Ruprecht_147,369-165868,289.188,21,-16.2968,15,26,1998.78,1998.78,13.463,13.428,0.08,0,0,7,7,4,0.9,2.7,-9.4,1.9,12.333,0.03,5,12.061,0.03,5,12.01,0.03,5,14.113,4,13.474,3,13.751,1,13.339,5,13.187,6,0,3,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
308,Ruprecht_147,369-165869,289.188,57,-16.2393,62,103,1990.27,1988.34,16.103,15.803,0.19,0,0,3,2,3,-8.8,3.8,-2.4,4,14.424,0.03,5,14.074,0.05,5,13.99,0.06,5,16.572,11,15.879,5,16.227,0,15.622,10,15.343,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
309,Ruprecht_147,369-165870,289.189,135,-16.2935,134,208,1994.28,1994.59,15.751,15.771,0.04,0,0,3,3,3,7.8,10.8,13.9,10.9,13.98,0.03,5,13.409,0.03,5,13.262,0.04,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,0.22,0.16,0,0,0,0
310,Ruprecht_147,369-165871,289.19,102,-16.2176,102,249,1978.29,1978.75,16.422,16.523,-9999.99,0,0,1,1,3,1.6,6.8,-5.6,6.6,15.038,0.03,5,14.522,0.05,5,14.434,0.08,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
311,Ruprecht_147,369-165873,289.191,85,-16.2886,54,105,1996.76,1997.43,15.059,14.871,0.08,0,0,4,4,3,-13.4,8.7,1.6,6.1,13.708,0.03,5,13.327,0.04,5,13.262,0.04,5,15.752,6,14.977,8,15.294,0,14.732,16,14.538,8,0,3,0,0,0,0,0,0,0,3,1,0,0,0.99,0.97,0,0,1,0
312,Ruprecht_147,369-165874,289.192,19,-16.3423,16,25,1999.31,1999.29,13.528,13.501,0.07,0,35,7,7,4,-0.7,2.8,-7.3,2.3,12.749,0.03,5,12.553,0.03,5,12.496,0.04,5,13.194,8,12.78,7,12.947,9,12.731,9,12.675,8,0,3,0,4,0,0,0,0,0,2,2,0,0,1,1,0,0,1,0
313,Ruprecht_147,369-165875,289.192,34,-16.3404,41,53,1998.83,1998.96,13.203,13.177,0.07,0,35,7,7,4,-1.9,4.4,7.8,5.6,12.105,0.04,5,11.812,0.04,5,11.767,0.04,5,13.194,8,12.78,7,12.947,9,12.731,9,12.675,8,0,3,0,4,0,0,0,0,0,2,2,0,0,0.97,0.94,0,0,1,0
314,Ruprecht_147,369-165877,289.192,17,-16.278,17,24,1999.46,1999.44,13.635,13.574,0.06,0,0,7,7,4,-0.5,2.5,1.6,2.4,12.352,0.03,5,11.951,0.03,5,11.953,0.03,5,14.44,2,13.714,2,14.047,0,13.54,5,13.302,1,0,3,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
315,Ruprecht_147,369-165879,289.193,24,-16.3373,20,31,1998.5,1998.96,14.568,14.606,0.1,0,1,7,7,2,3.7,3.6,16.7,3.5,13.275,0.03,5,12.911,0.03,5,12.877,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,0,2,0,0,0.38,0,0,0,0,0
316,Ruprecht_147,369-165880,289.194,20,-16.3225,13,25,1995.54,1995.53,10.48,10.46,0.01,0,0,5,4,6,-2.7,1.7,-26.3,1.1,9.338,0.03,5,9.032,0.03,5,8.973,0.02,5,11.133,2,10.496,4,10.811,1,10.345,1,10.21,4,0,2,0,1,0,0,0,0,0,1,1,0,0.85,0.01,0,0.98,1,0,1
317,Ruprecht_147,369-165881,289.196,97,-16.221,97,253,1977.35,1976.85,16.178,15.791,-9999.99,0,0,1,1,3,1.7,6.6,-1,6.6,14.482,0.03,5,14.057,0.04,5,13.96,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
318,Ruprecht_147,369-165882,289.196,109,-16.2015,109,192,1989.56,1989.65,16.119,16.437,-9999.99,0,0,1,1,2,-25,7.9,31.8,7.8,16.08,0.07,25,15.592,0.12,26,15.358,0.2,27,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
319,Ruprecht_147,369-165883,289.2,80,-16.3423,74,143,1985.32,1987.25,16.071,16.074,0.23,0,0,2,2,3,4.1,4.9,7.6,4.6,14.506,0.03,5,14.088,0.05,5,13.978,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.96,0.92,0,0,1,0
320,Ruprecht_147,369-165884,289.2,21,-16.389,17,27,1997.9,1998.57,13.208,13.171,0.09,0,0,4,4,3,-2.4,2.7,-3.6,2.6,11.022,0.03,5,10.35,0.03,5,10.185,0.02,5,15.017,2,13.549,6,14.254,2,13.037,2,12.597,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
321,Ruprecht_147,369-165885,289.2,75,-16.3573,87,154,1985.75,1985.46,15.821,16.176,0.48,0,0,2,2,3,-0.4,4.7,-7.1,5.4,14.303,0.04,5,13.741,0.05,5,13.614,0.05,5,17.522,18,16.208,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
322,Ruprecht_147,369-165886,289.203,114,-16.2261,113,319,1978.65,1979.08,15.626,15.847,-9999.99,0,0,1,1,2,-5.5,9.4,-15.1,9.1,14.936,0.04,25,14.568,0.06,25,14.465,0.08,25,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,0,1,0,0,0.98,0.97,0,0,1,0
323,Ruprecht_147,369-165887,289.203,37,-16.3145,36,55,1995.78,1996.12,15.074,14.918,0.07,0,0,2,2,3,-2.5,3.4,-1,3.4,13.071,0.03,5,12.487,0.02,5,12.374,0.02,5,16.411,1,15.15,1,15.703,1,14.809,1,14.553,4,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
324,Ruprecht_147,369-165888,289.204,65,-16.2571,98,225,1988.96,1974.8,15.922,16.02,0.37,0,0,2,2,3,-4.8,4.3,-2,7.4,14.656,0.05,5,14.338,0.06,5,14.327,0.08,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
325,Ruprecht_147,369-165889,289.205,25,-16.2965,19,32,1998.68,1998.81,13.416,13.408,0.07,0,0,4,4,3,-4.7,3.8,5.7,3.1,11.414,0.03,5,10.85,0.02,5,10.692,0.02,5,15.111,2,13.742,3,14.407,1,13.303,4,12.872,3,0,3,0,0,0,0,0,0,0,1,1,0,0,0.99,0.98,0,0,1,0
326,Ruprecht_147,369-165890,289.205,29,-16.3519,31,44,1997.31,1997,14.148,14.072,0.18,0,0,4,4,3,-4.8,3.3,4.2,3.3,12.878,0.03,5,12.513,0.02,5,12.468,0.03,5,14.924,4,14.215,2,14.536,1,14.019,0,13.892,5,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
327,Ruprecht_147,369-165892,289.205,30,-16.2229,15,35,1995.98,1996.58,11.014,10.997,0.02,0,0,4,4,6,-4.6,2.5,-26,1.5,9.835,0.02,5,9.597,0.02,5,9.512,0.02,5,11.709,3,11.054,2,11.349,1,10.914,5,10.73,1,0,2,0,1,0,0,0,0,0,1,1,0,0.91,0.01,0.01,0.97,1,0,1
328,Ruprecht_147,369-165893,289.207,80,-16.3812,49,145,1979.64,1992.52,15.571,15.68,0.26,0,0,2,2,3,3.9,5.3,-2.7,3.6,13.816,0.03,5,13.305,0.03,5,13.211,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
329,Ruprecht_147,369-165894,289.207,80,-16.2315,40,138,1981.88,1995.65,15.289,15.019,0.15,0,0,2,2,2,-9.3,5.8,-21.8,3.8,13.2,0.03,5,12.585,0.02,5,12.465,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,0,1,0,0,0.21,0.25,0.09,0,0,0
330,Ruprecht_147,369-165895,289.208,19,-16.2296,19,27,1998.9,1998.9,13.857,13.834,0.08,0,0,4,4,2,0.6,3.4,-17.4,3.4,12.511,0.03,5,12.223,0.02,5,12.135,0.03,5,14.676,2,13.806,6,14.188,1,13.542,1,13.365,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0.87,0.82,0,0,1,0
331,Ruprecht_147,369-165896,289.209,56,-16.221,74,115,1993.39,1988.31,15.463,15.692,0.1,0,0,2,2,2,6,4.6,-1.5,5.3,14.151,0.03,25,13.959,0.04,25,13.783,0.04,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
332,Ruprecht_147,369-165897,289.209,59,-16.3897,59,101,1989.95,1989.78,16.047,15.947,0.39,0,0,2,2,3,-26.8,4,6.7,4,14.662,0.05,25,14.425,0.06,5,14.58,0.99,2,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,0.02,0,0,0,0,0
333,Ruprecht_147,369-165898,289.209,51,-16.2359,74,124,1991.87,1983.02,15.775,15.54,0.07,0,0,2,2,3,1.5,3.7,-3.5,4.7,14.256,0.03,5,13.945,0.03,5,13.917,0.05,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
334,Ruprecht_147,369-165899,289.21,45,-16.2578,38,65,1993.33,1995.31,15.193,15.139,0.11,0,0,2,2,3,11.3,3.5,-12.6,3.4,13.9,0.03,25,13.591,0.99,2,13.431,0.99,2,16.005,5,15.14,2,15.53,1,15.002,8,14.746,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0.66,0.8,0,0,1,0
335,Ruprecht_147,369-165901,289.21,84,-16.3592,83,176,1982.47,1981.67,16.153,15.989,-9999.99,0,0,1,1,3,-2.4,5.2,-7.4,5.2,15.005,0.04,5,14.659,0.06,5,14.706,0.11,6,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
336,Ruprecht_147,369-165903,289.211,86,-16.3887,87,199,1980.24,1979.66,15.629,16.028,-9999.99,0,0,1,1,3,2,5.5,0.1,5.6,14.835,0.05,5,14.322,0.06,5,14.308,0.07,5,16.655,1,15.435,6,16.11,6,15.244,1,15.286,0,0,4,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,1,0
337,Ruprecht_147,369-165904,289.212,40,-16.382,24,50,1995.18,1998.31,14.453,14.469,0.1,0,0,4,4,3,-5,3.5,-5.5,3.3,12.711,0.03,5,12.166,0.03,5,12.03,0.02,5,15.83,3,14.694,5,15.197,3,14.332,4,14.01,5,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
338,Ruprecht_147,369-165905,289.212,25,-16.3054,24,35,1998.81,1998.68,13.562,13.547,0.11,0,0,4,4,3,-4.4,4,-7.3,3.7,11.79,0.03,5,11.263,0.02,5,11.163,0.02,5,14.918,3,13.814,4,14.322,1,13.453,2,13.138,8,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
339,Ruprecht_147,369-165907,289.213,77,-16.2653,88,176,1990.57,1978.72,16.072,16.205,0.37,0,0,2,2,3,-12.1,5.3,3.1,5.8,14.857,0.04,5,14.445,0.05,5,14.608,0.08,5,17.1,13,16.355,1,16.665,1,16.302,1,16.073,1,0,4,0,0,0,0,0,0,0,1,1,0,0,0.99,0.99,0,0,1,0
340,Ruprecht_147,369-165908,289.213,33,-16.2416,19,39,1996.93,1999.05,13.769,13.827,0.1,0,0,4,4,3,-7.3,3.5,-5,3.4,12.121,0.03,5,11.576,0.02,5,11.531,0.02,5,14.925,3,14.017,8,14.443,1,13.763,8,13.377,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
341,Ruprecht_147,369-165909,289.213,68,-16.3515,75,137,1987.18,1983.97,16.054,16.063,0.4,0,0,2,2,3,20.5,4.3,0.6,4.7,14.904,0.05,5,14.469,0.05,5,14.454,0.07,5,16.872,7,16.184,4,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.04,0,0,0,0,0
342,Ruprecht_147,369-165910,289.213,102,-16.3912,101,252,1978.05,1978.07,16.077,-9999.99,-9999.99,0,0,1,1,3,-12,6.8,-2.1,6.6,15.373,0.05,5,14.974,0.07,5,14.84,0.11,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
343,Ruprecht_147,369-165911,289.214,59,-16.3637,50,93,1989.13,1992.22,15.163,15.228,0.13,0,0,2,2,3,7.1,4,-6,3.7,13.883,0.04,5,13.563,0.04,5,13.556,0.04,5,16.235,6,15.396,1,15.774,1,15.211,2,15.014,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0.99,1,0,0,1,0
