┬á	Cluster_Name	UCAC4	RAJ2000	e_RAJ2000	DEJ2000	e_DEJ2000	ePos	EpRA	EpDE	f.mag	a.mag	e_a.mag	of	db	Na	Nu	Nc	pmRA	e_pmRA	pmDE	e_pmDE	Jmag	e_Jmag	q_Jmag	Hmag	e_Hmag	q_Hmag	Kmag	e_Kmag	q_Kmag	Bmag	e_Bmag	Vmag	e_Vmag	gmag	e_gmag	rmag	e_rmag	imag	e_imag	g	c	H	A	b	h	Z	B	L	N	S	OutFlag	P_M1	P_M2_kinem	P_M2_join	P_M3	ClassM1	ClassM2	ClassM3
73	NGC_2632	547-045604	129.705	34	19.3134	31	46	1999.49	1999.94	15.198	15.134	0.08	0	0	6	6	2	-0.1	3.8	-13.3	4.2	14.155	0.03	5	13.831	0.04	5	13.787	0.05	5	16.227	2	15.462	1	15.762	2	15.242	1	15.064	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.64	0.86	0	0	1	0
74	NGC_2632	547-045605	129.709	44	19.3522	41	60	1998.28	1999.07	15.495	15.448	0.11	0	0	6	6	2	-12.6	3.8	0.6	4.1	14.368	0.03	5	14.012	0.04	5	13.971	0.06	5	16.554	15	15.703	2	16.104	1	15.512	8	15.309	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0.97	0.99	0	0	1	0
75	NGC_2632	547-045606	129.712	17	19.2843	14	22	1996.81	1999.85	13.013	13.002	0.06	0	0	10	10	3	2.8	1.7	-6.5	2.2	11.539	0.02	5	11.029	0.02	5	10.931	0.02	5	14.376	3	13.331	1	13.801	2	12.997	1	12.731	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
76	NGC_2632	547-045607	129.73	41	19.2838	41	58	1998.38	1998.56	15.331	15.47	0.27	0	0	3	3	2	-34.1	3.6	-11.1	3.7	12.629	0.02	5	11.933	0.02	5	11.741	0.02	5	17.257	1	15.944	1	16.688	3	15.386	5	14.271	4	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1
77	NGC_2632	547-045608	129.735	31	19.2166	31	43	1999.75	1999.95	14.879	15.077	0.19	0	35	5	5	2	-3.9	3.9	1.5	4.2	14.108	0.03	5	13.834	0.03	5	13.753	0.04	5	15.906	1	15.245	1	15.526	1	15.106	1	15.062	7	0	0	0	0	0	0	0	0	0	8	0	0	0	1	1	0	0	1	0
78	NGC_2632	547-045609	129.743	22	19.2565	14	27	1989.79	1998.41	12.14	12.121	0.05	0	0	6	5	5	-9	0.9	-6.5	1.3	10.849	0.02	5	10.439	0.02	5	10.341	0.02	5	13.179	1	12.331	1	12.71	1	12.092	1	11.894	2	0	0	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0
79	NGC_2632	547-045610	129.746	21	19.379	21	29	1998.56	1999.11	14.05	13.998	0.11	0	0	6	6	3	2.5	2.4	-5	2.7	12.67	0.02	5	12.236	0.02	5	12.165	0.02	5	15.17	2	14.28	2	14.702	3	13.955	1	13.772	3	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
80	NGC_2632	547-045611	129.748	40	19.3269	40	56	1998.83	1999.26	15.002	15.098	0.16	0	0	4	4	2	9.5	3.9	-4.3	4.2	14.21	0.03	5	13.989	0.03	5	13.866	0.05	5	16.034	4	15.381	2	15.613	2	15.239	5	15.069	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0.95	0.97	0	0	1	0
81	NGC_2632	547-045612	129.753	34	19.3999	42	54	1999.56	1999.2	15.075	15.164	0.08	0	0	4	4	2	5.1	3.9	-6.4	4.3	14.167	0.03	5	13.858	0.03	5	13.883	0.05	5	15.97	2	15.342	5	15.616	0	15.191	4	14.963	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.99	1	0	0	1	0
82	NGC_2632	547-045613	129.76	17	19.3262	15	23	1994.87	1997.86	12.112	12.108	0.05	0	0	6	5	4	-33.3	1.3	-10.7	1.3	10.73	0.02	5	10.372	0.02	5	10.259	0.02	5	13.306	1	12.366	2	12.8	1	12.043	1	11.807	1	0	0	0	0	1	0	1	1	0	1	0	0	1	0.99	1	0.99	1	1	1
83	NGC_2632	547-045614	129.767	24	19.3956	17	30	1995.48	1999.25	13.361	13.399	0.07	0	0	6	5	3	16.9	2.1	-8.1	2.4	12.208	0.02	5	11.859	0.02	5	11.75	0.02	5	14.459	2	13.628	0	14.011	2	13.373	1	13.188	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0.05	0	0	0	0	0
84	NGC_2632	547-045615	129.769	55	19.2633	57	81	1996.42	1996.82	15.705	15.729	0.16	0	0	3	3	2	0	3.7	-9	4	14.328	0.03	5	13.922	0.04	5	13.793	0.05	5	16.758	1	15.814	13	16.238	2	15.568	2	15.39	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0.99	0.99	0	0	1	0
85	NGC_2632	547-045616	129.772	51	19.397	65	85	1996.83	1995.08	15.821	15.746	0.19	0	0	3	3	2	3.2	3.6	-3.5	3.9	14.551	0.03	5	14.037	0.04	5	14.052	0.05	5	17.209	10	16.363	1	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
86	NGC_2632	547-045617	129.773	35	19.2082	37	51	1999.96	1998.93	14.525	14.556	0.1	0	0	5	5	3	-16.5	5.7	-18.5	4.6	13.549	0.02	5	13.186	0.03	5	13.144	0.03	5	15.415	5	14.74	0	15.042	2	14.6	1	14.483	10	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
87	NGC_2632	547-045618	129.774	15	19.3051	24	31	1997.22	1984.61	12.277	12.263	0.05	0	0	6	6	5	6.7	1.1	-2	0.9	11.361	0.02	5	11.154	0.02	5	11.111	0.02	5	12.846	2	12.35	1	12.545	1	12.261	0	12.172	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0.99	0.99	0	0	1	0
88	NGC_2632	547-045619	129.78	19	19.3402	20	27	1998.71	1999.22	13.914	13.877	0.09	0	0	6	6	3	-7.1	2.1	-37	2.5	12.687	0.02	5	12.254	0.02	5	12.221	0.02	5	14.723	4	14.069	2	14.381	1	13.868	1	13.673	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
89	NGC_2632	547-045620	129.781	17	19.2388	18	24	1999.54	1999.03	13.734	13.704	0.1	0	0	6	6	3	-7.1	2.3	5.3	2.3	12.358	0.02	5	11.926	0.02	5	11.827	0.02	5	14.898	0	13.989	1	14.394	1	13.698	0	13.445	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0.99	0.99	0	0	1	0
90	NGC_2632	547-045621	129.782	20	19.3941	20	28	1999.58	1997.64	13.922	13.992	0.07	0	0	6	5	3	4.6	2.7	-17.7	2.3	12.965	0.02	5	12.661	0.03	5	12.607	0.02	5	14.946	1	14.215	2	14.554	1	13.991	0	13.844	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0.04	0	0	0	0	0
91	NGC_2632	547-045622	129.786	48	19.248	45	66	1997.9	1998.68	15.489	15.284	0.11	0	0	3	3	2	-4.9	3.9	-27.1	4.2	14.553	0.03	5	14.26	0.04	5	14.267	0.06	5	16.144	0	15.538	4	15.823	2	15.49	1	15.362	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
92	NGC_2632	547-045623	129.79	100	19.2415	102	165	1985.63	1987.38	16.048	16.109	0.2	0	0	2	2	2	-0.5	4.2	1	4.5	15.151	0.04	5	15.032	0.08	5	14.865	0.12	6	16.91	22	16.338	7	16.5	1	16.241	1	16.213	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
93	NGC_2632	547-045624	129.792	57	19.2522	57	83	1995.98	1996.82	15.667	15.902	0.12	0	0	3	3	2	-2	3.7	-18	4	14.617	0.03	5	14.205	0.04	5	14.115	0.06	5	17.104	11	16.254	15	16.531	1	16.058	1	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.14	0.17	0	0	0	0
94	NGC_2632	547-045625	129.8	128	19.3612	120	232	1975.55	1980.48	16.496	16.473	-9999.99	0	0	1	1	2	-5.1	5	-5.2	4.7	15.338	0.05	5	14.907	0.07	5	14.899	0.11	6	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
95	NGC_2632	547-045626	129.807	18	19.3461	19	26	1999.7	1998.99	13.855	13.793	0.1	0	0	6	6	3	1.4	2.8	3.4	2.6	12.363	0.02	5	11.911	0.02	5	11.81	0.02	5	15.052	2	14.116	2	14.543	0	13.767	3	13.513	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.97	0.98	0	0	1	0
96	NGC_2632	547-045627	129.811	52	19.2131	42	67	1997.32	1999.01	15.501	15.365	0.19	0	0	3	3	2	3.2	3.9	-4	4.2	14.334	0.03	5	14.076	0.04	5	14.008	0.06	5	16.33	2	15.669	4	15.933	3	15.435	5	15.367	18	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
97	NGC_2632	547-045628	129.814	119	19.2865	111	187	1986.37	1987.4	16.338	16.292	0.2	0	0	2	2	2	-31.3	5.1	-15.3	4.9	13.043	0.02	5	12.386	0.02	5	12.208	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.98	0.9	0.91	0.94	1	1	1
98	NGC_2632	547-045630	129.82	93	19.2211	64	115	1998.14	1998.7	14.02	13.933	0.14	0	0	6	6	3	15	10.7	-71.2	8.3	12.654	0.02	5	12.176	0.02	5	12.092	0.02	5	15.026	1	14.148	2	14.575	1	13.833	2	13.596	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
99	NGC_2632	547-045631	129.829	110	19.2514	113	183	1986.57	1985.72	16.139	16.473	-9999.99	0	0	1	1	2	-1.9	4.8	-7	4.8	15.142	0.04	5	14.621	0.05	5	14.487	0.08	5	17.882	19	17.237	1	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
100	NGC_2632	547-045632	129.829	68	19.3017	58	93	1993.62	1996.3	15.809	15.883	0.07	0	0	3	3	2	-2.2	3.7	-2.6	3.9	14.783	0.04	5	14.441	0.04	5	14.383	0.07	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
101	NGC_2632	547-045633	129.83	15	19.3386	15	21	1997.74	1998.47	12.434	12.408	0.06	0	0	6	6	4	-5.8	1.2	-3.3	1.4	11.435	0.02	5	11.19	0.02	5	11.11	0.02	5	13.159	2	12.543	1	12.796	1	12.393	2	12.307	2	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
102	NGC_2632	547-045634	129.833	22	19.2976	23	31	1999.44	1999.57	14.269	14.282	0.1	0	0	6	6	3	-12	3.1	2.8	3.3	13.078	0.02	5	12.642	0.03	5	12.598	0.02	5	15.259	5	14.511	1	14.83	2	14.276	2	14.109	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0.96	0.96	0	0	1	0
103	NGC_2632	547-045635	129.836	59	19.2424	40	73	1995.84	1998.98	15.328	15.564	0.11	0	0	3	3	2	-2.7	3.8	-5	4	14.125	0.02	5	13.723	0.03	5	13.612	0.05	5	16.523	7	15.684	1	16.08	3	15.413	3	15.159	9	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
104	NGC_2632	547-045636	129.87	98	19.2515	102	163	1986.69	1986.46	16.048	16.145	-9999.99	0	0	1	1	2	3.9	4.2	-13.7	4.4	14.695	0.03	5	14.162	0.05	5	14.033	0.05	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.5	0.47	0	0	0	0
105	NGC_2632	547-045637	129.878	98	19.3058	89	151	1985.52	1989.79	16.287	16.071	0.12	0	0	2	2	2	-10.2	4.1	-1	4.2	15.437	0.05	5	15.2	0.09	5	15.067	0.14	6	17.055	2	16.362	2	16.628	4	16.436	2	16.052	5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
106	NGC_2632	547-045638	129.883	17	19.2497	15	22	1998.54	1999.46	12.62	12.613	0.06	0	0	6	6	3	8.7	1.7	-34.4	2	11.438	0.02	5	11.091	0.02	5	11.028	0.02	5	13.565	1	12.806	0	13.13	1	12.595	0	12.429	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
107	NGC_2632	547-045639	129.885	60	19.2694	60	88	1995.35	1995.92	15.953	15.791	0.1	0	0	3	3	2	10.6	3.7	-11.5	3.9	14.445	0.03	5	13.873	0.04	5	13.734	0.05	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.36	0.37	0	0	0	0
108	NGC_2632	547-045640	129.887	13	19.2955	31	36	1989.98	1991.34	10.991	10.959	0.02	0	0	6	6	7	-5.9	0.6	-3.7	1.5	10.465	0.02	5	10.355	0.02	5	10.324	0.02	5	11.208	2	10.94	1	11.014	1	10.951	1	11.037	2	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	1	0
109	NGC_2632	547-045641	129.888	35	19.2196	35	49	1999.46	1999.73	15.132	15.294	0.21	0	0	4	4	2	-17.9	3.9	16.9	4.3	14.135	0.02	5	13.801	0.03	5	13.824	0.05	5	15.432	2	15.176	1	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
110	NGC_2632	547-045642	129.89	47	19.2166	31	57	1998.34	1998.19	14.654	14.734	0.15	0	0	6	6	3	-0.9	5.1	-7.2	3.3	13.694	0.02	5	13.384	0.02	5	13.333	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
111	NGC_2632	547-045643	129.891	59	19.2444	58	85	1995.78	1996.17	15.815	15.596	0.18	0	0	3	3	2	1.3	3.8	-6.3	3.9	14.461	0.03	5	14.013	0.03	5	13.819	0.05	5	16.784	5	15.914	2	16.279	0	15.708	2	15.523	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
112	NGC_2632	547-045644	129.902	19	19.2605	19	26	1999.18	2000.25	13.889	13.828	0.1	0	0	6	6	3	-32.9	2.6	-9	3.6	11.809	0.02	5	11.182	0.02	5	11.01	0.02	5	15.79	2	14.381	1	15.068	3	13.776	2	13.266	5	0	0	0	0	0	0	1	0	0	1	0	0	0.98	0.98	0.97	0.98	1	1	1
113	NGC_2632	547-045645	129.912	88	19.2745	88	138	1988.5	1990.13	15.812	16.225	0.32	0	0	2	2	2	-1.9	4	-14	4.2	15.059	0.05	45	14.573	0.05	5	14.625	0.1	5	17.488	16	16.583	1	16.887	9	16.418	15	16.323	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.6	0.53	0	0	1	0
114	NGC_2632	547-045646	129.913	123	19.3315	142	264	1976.6	1972.74	16.292	16.227	0.49	0	0	2	1	2	-7.1	4.7	-10.1	5.5	15.144	0.04	5	14.687	0.06	5	14.617	0.11	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.95	0.94	0	0	1	0
115	NGC_2632	547-045647	129.923	58	19.3642	67	92	1995.62	1994.78	15.942	15.858	0.16	0	0	3	3	2	-2.4	3.7	-7	4	14.699	0.03	5	14.242	0.05	5	14.181	0.07	5	16.921	4	16.052	4	16.431	1	15.907	2	15.591	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
116	NGC_2632	547-045648	129.929	83	19.3407	112	163	1990.01	1983.55	15.808	15.945	0.09	0	0	2	2	2	21.1	3.9	-5.3	4.6	14.565	0.03	5	14.155	0.04	5	13.976	0.05	5	17.16	10	16.219	1	16.686	1	15.954	1	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
117	NGC_2632	547-045649	129.931	87	19.39	68	120	1988.99	1994.59	15.928	15.55	0.19	0	0	3	3	2	-3.7	4	2.3	4	14.882	0.03	5	14.594	0.05	5	14.446	0.08	5	16.601	2	16.076	2	16.3	2	15.822	1	15.713	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
118	NGC_2632	547-045650	129.935	72	19.3786	129	166	1996.74	1986.22	15.802	15.803	0.27	0	0	3	3	2	3.9	5	7.2	5.5	14.431	0.03	5	13.965	0.03	5	13.791	0.05	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.78	0	0	0	0	0
119	NGC_2632	547-045651	129.936	13	19.2752	11	22	1984.91	1984.41	8.709	8.677	0.14	0	5	6	1	12	-36.7	0.7	-13.2	0.6	7.226	0.02	5	7.216	0.02	4	7.092	0.99	3	8.959	4	8.868	1	-9999.99	-9999.99	8.937	1	7.925	11	0	0	8	8	0	8	2	0	0	2	0	0	1	1	1	1	1	1	1
120	NGC_2632	547-045653	129.941	30	19.367	28	48	1977.62	1989.12	10.566	10.541	0.03	0	0	6	5	8	-34.1	1	-11.6	1.2	9.565	0.02	5	9.357	0.02	5	9.259	0.02	5	11.257	0	10.64	0	10.898	1	10.497	0	10.394	2	0	0	1	1	1	1	1	1	0	1	0	0	1	1	0.99	1	1	1	1
121	NGC_2632	547-045655	129.944	33	19.2178	31	45	1999.54	1999.91	14.78	14.835	0.12	0	0	4	4	2	-33.7	3.8	-9.1	4.1	12.345	0.02	5	11.68	0.02	5	11.506	0.02	5	16.89	1	15.437	4	16.173	1	14.765	7	13.935	6	0	0	0	0	0	0	0	0	0	1	0	0	0.99	0.99	0.99	0.99	1	1	1
122	NGC_2632	547-045656	129.961	21	19.3183	44	49	1999.53	1998.34	13.467	13.506	0.09	0	0	6	6	3	14.9	2.9	-25.6	5.1	12.403	0.02	5	12.047	0.02	5	11.929	0.02	5	14.414	2	13.704	1	14.032	1	13.507	0	13.436	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
123	NGC_2632	547-045657	129.968	13	19.3126	22	28	1986.33	1988.16	10.151	10.133	0.01	0	0	6	6	8	-34.5	0.5	-13.5	0.9	9.283	0.02	5	9.091	0.02	5	9.008	0.02	5	10.742	2	10.217	1	10.462	0	10.119	2	10.006	4	0	0	1	1	1	1	1	1	0	1	0	0	1	1	0.99	1	1	1	1
124	NGC_2632	547-045658	129.972	44	19.3613	43	62	1998.25	1998.77	15.315	15.249	0.11	0	0	3	3	2	-12.8	3.8	4.8	4.1	13.943	0.03	5	13.542	0.03	5	13.431	0.04	5	16.476	4	15.535	2	15.92	3	15.239	5	14.951	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.84	0.76	0	0	1	0
125	NGC_2632	547-045659	129.973	21	19.3983	21	31	1998.24	1996.35	14.258	14.252	0.12	0	0	6	6	3	-44.9	2.5	28.3	2.1	12.231	0.02	5	11.56	0.02	5	11.407	0.02	5	16.136	5	14.773	2	15.465	3	14.195	2	13.614	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
126	NGC_2632	547-045660	129.975	66	19.2245	63	95	1994.04	1995.33	15.851	16.056	0.09	0	0	3	3	2	-1.4	3.7	-5.4	3.9	14.692	0.03	5	14.247	0.04	5	14.117	0.06	5	17.321	3	16.454	5	16.778	1	16.078	4	15.914	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
127	NGC_2632	547-045661	129.987	90	19.2575	115	172	1988.35	1983.31	16.043	15.808	0.19	0	0	2	2	2	-0.7	4	1.3	4.7	15.326	0.05	5	15.078	0.08	5	14.936	0.12	6	16.891	1	16.325	3	16.576	4	16.222	6	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
128	NGC_2632	547-045662	129.99	22	19.3478	17	28	1995.82	1999.57	13.122	13.091	0.07	0	0	6	6	3	14.8	1.8	-19.6	2.3	11.998	0.02	5	11.651	0.02	5	11.561	0.02	5	14.178	1	13.357	2	13.717	1	13.125	1	12.976	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
129	NGC_2632	547-045663	129.992	14	19.2016	13	23	1987.16	1982.88	9.495	9.477	0.03	0	0	6	3	12	-37.5	0.8	-13.1	0.5	8.692	0.02	5	8.51	0.02	5	8.482	0.02	5	9.885	1	9.654	1	10.033	2	9.641	10	9.296	4	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1
130	NGC_2632	547-045664	129.996	56	19.343	58	82	1996.22	1996.81	15.6	15.616	0.19	0	0	3	3	2	-9.3	3.7	-2.7	4.1	14.749	0.04	5	14.458	0.05	5	14.365	0.07	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
131	NGC_2632	547-045665	129.997	102	19.2177	53	133	1984.23	1997.11	15.937	15.949	0.23	0	0	3	3	2	7	4.2	-17.4	3.9	15.235	0.04	5	15.246	0.1	5	14.881	0.11	6	16.572	5	16.169	9	16.317	6	16.13	8	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.03	0	0	0	0	0
132	NGC_2632	547-045666	129.998	30	19.3353	18	37	1992.49	1996.72	12.365	12.32	0.05	0	0	6	6	5	1.3	1.6	-31.5	1.3	11.326	0.02	5	11.037	0.02	5	10.949	0.02	5	13.181	3	12.521	1	12.791	2	12.348	1	12.21	2	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0
133	NGC_2632	547-045668	130	56	19.2401	57	82	1995.98	1996.35	15.56	15.695	0.14	0	0	3	3	2	-9.9	3.7	2.2	3.9	13.818	0.03	5	13.183	0.03	5	13.038	0.04	5	17.558	1	16.113	1	16.824	7	15.578	8	15.256	15	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0.99	0	0	1	0
134	NGC_2632	547-045669	130.003	30	19.3096	20	36	1997.7	1999.1	13.895	13.832	0.11	0	0	6	6	3	-34	3	-12.5	2.7	11.744	0.02	5	11.096	0.02	5	10.918	0.02	5	15.805	6	14.427	2	15.132	3	13.829	2	13.212	5	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1
135	NGC_2632	547-045670	130.004	34	19.3392	21	42	1999.24	1992.11	14.552	14.494	0.08	0	0	6	6	3	2.8	4.4	-2.3	1.7	13.576	0.02	5	13.193	0.02	5	13.151	0.03	5	15.52	1	14.779	1	15.068	0	14.6	1	14.522	5	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
136	NGC_2632	547-045671	130.006	18	19.3236	23	29	1999.29	1998.88	13.637	13.613	0.11	0	0	6	6	3	-6.5	2.3	6.6	2.8	12.499	0.02	5	12.057	0.02	5	12.024	0.02	5	14.685	1	13.876	2	14.233	2	13.65	1	13.443	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0.98	0.98	0	0	1	0
137	NGC_2632	547-045672	130.019	38	19.2973	38	53	1999.07	1999.37	14.852	15.004	0.19	0	0	3	3	2	-3.6	3.8	-1.3	4.1	14.179	0.03	5	13.785	0.04	5	13.782	0.05	5	15.997	0	15.335	2	15.585	1	15.137	10	15.044	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
138	NGC_2632	547-045673	130.022	58	19.3534	58	84	1995.93	1996.81	15.673	15.397	0.22	0	0	3	3	2	1.3	3.8	-2.9	4.1	14.437	0.03	5	14.087	0.04	5	13.976	0.06	5	16.274	4	15.652	1	15.93	2	15.433	2	15.178	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
139	NGC_2632	547-045674	130.027	12	19.3074	46	60	1981.9	1974.11	10.812	10.783	0.02	0	0	6	4	6	-33	0.4	-14.5	1.4	9.701	0.02	5	9.321	0.02	5	9.228	0.02	5	11.761	1	10.98	1	11.318	2	10.757	1	10.581	2	0	0	7	0	7	7	7	7	0	7	0	0	0.99	0.98	0.98	0.99	1	1	1
140	NGC_2632	547-045675	130.027	149	19.3361	89	194	1987.02	1995.56	16.167	15.824	0.36	0	0	2	2	2	-3.6	6.5	-12	5.6	15.2	0.04	5	14.813	0.07	5	14.501	0.09	5	16.811	9	16.342	7	16.527	2	16.092	8	16.108	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0.88	0.88	0	0	1	0
141	NGC_2632	547-045676	130.028	101	19.3074	97	152	1978.6	1986.08	13.556	14.994	-9999.99	0	0	1	1	2	25.7	2.3	-12.3	2.6	-9999.99	-9999.99	0	-9999.99	-9999.99	0	-9999.99	-9999.99	0	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	NGC_2632	547-045679	130.034	69	19.3635	89	122	1993.28	1990.05	15.525	15.637	0.09	0	0	3	3	2	-14.7	3.7	-6.9	4.2	14.592	0.03	5	14.201	0.04	5	14.069	0.06	5	16.925	1	15.996	1	16.429	1	15.876	5	15.862	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.77	0.8	0	0	1	0
143	NGC_2632	547-045680	130.043	22	19.2038	21	30	1999.69	1999.2	14.039	14.005	0.12	0	0	6	6	3	-12.6	3.2	-44.3	2.9	11.8	0.02	5	11.169	0.02	5	10.997	0.02	5	16.03	7	14.583	1	15.327	2	13.97	2	13.332	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
144	NGC_2632	547-045681	130.056	24	19.2512	84	89	1998.45	1998.09	14.359	14.422	0.09	0	0	6	6	3	-7.6	2.8	-14.9	9.5	13.148	0.02	5	12.633	0.02	5	12.543	0.03	5	15.627	0	14.685	4	15.081	1	14.442	1	14.226	8	0	0	0	0	0	0	1	0	0	1	0	0	0	0.39	0	0	0	0	0
145	NGC_2632	547-045682	130.059	39	19.3042	43	58	1998.93	1998.79	15.092	15.045	0.11	0	0	4	4	2	-5.5	3.8	1.5	4.1	14.158	0.03	5	13.817	0.04	5	13.705	0.05	5	16.007	3	15.338	2	15.623	1	15.159	7	15.032	8	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
146	NGC_2632	547-045683	130.072	20	19.292	29	37	1988.77	1992.98	12.332	12.313	0.07	0	0	6	5	5	-9.2	0.8	1.4	1.4	11.334	0.02	5	11.003	0.02	5	10.938	0.02	5	13.148	2	12.496	0	12.766	0	12.326	0	12.178	2	0	0	0	1	1	0	1	1	0	1	0	0	0	1	1	0	0	1	0
147	NGC_2632	547-045684	130.077	24	19.2213	25	35	1996.26	1999.6	14.404	14.344	0.07	0	0	5	5	3	-8.6	2.4	2.2	3.6	13.473	0.02	5	13.098	0.03	5	13.075	0.04	5	15.459	1	14.69	3	15.025	2	14.513	1	14.324	5	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
