┬á	Cluster_Name	UCAC4	RAJ2000	e_RAJ2000	DEJ2000	e_DEJ2000	ePos	EpRA	EpDE	f.mag	a.mag	e_a.mag	of	db	Na	Nu	Nc	pmRA	e_pmRA	pmDE	e_pmDE	Jmag	e_Jmag	q_Jmag	Hmag	e_Hmag	q_Hmag	Kmag	e_Kmag	q_Kmag	Bmag	e_Bmag	Vmag	e_Vmag	gmag	e_gmag	rmag	e_rmag	imag	e_imag	g	c	H	A	b	h	Z	B	L	N	S	OutFlag	P_M1	P_M2_kinem	P_M2_join	P_M3	ClassM1	ClassM2	ClassM3
562	NGC_2682	510-048481	132.78	70	11.8839	82	111	1995.2	1995.59	12.431	12.412	0.04	1	35	4	4	3	-15.5	4.1	1	4.8	11.175	0.03	5	10.771	0.03	5	10.695	0.02	5	13.06	13	12.394	6	12.764	28	12.192	4	12.129	22	0	0	0	8	0	0	0	0	0	2	0	0	0.37	0.92	0.94	0.15	0	1	0
563	NGC_2682	510-048482	132.781	20	11.8822	20	28	1999.67	1999.94	13.801	13.394	0.31	1	35	5	4	2	1.2	2.5	10.1	2.9	12.744	0.02	5	12.493	0.03	5	12.413	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
564	NGC_2682	510-048483	132.781	21	11.8657	54	63	1986.71	1995.61	14.68	14.682	0.1	1	0	3	2	3	-2.3	1.4	-7.6	4	13.559	0.02	5	13.278	0.03	5	13.2	0.02	5	15.645	2	14.928	3	15.393	29	14.747	6	14.68	23	0	0	0	0	0	0	1	0	0	1	0	0	0.82	0.65	0.7	0.5	1	1	1
565	NGC_2682	510-048484	132.782	45	11.9418	74	108	1989.81	1978.46	15.586	15.368	0.03	1	0	2	2	2	-4.1	2.1	-6.2	2.9	14.491	0.03	5	14.224	0.04	5	14.176	0.05	5	16.185	8	15.655	11	15.931	22	15.501	8	15.44	20	0	0	0	0	0	0	0	0	0	1	0	0	0.92	0.9	0.94	0.83	1	1	1
566	NGC_2682	510-048485	132.783	14	11.8026	41	50	1989.2	1984.98	11.495	11.469	0.03	1	0	4	4	5	-1.8	0.7	4.2	1.6	10.697	0.02	5	10.509	0.02	5	10.455	0.02	5	11.972	8	11.571	5	11.805	28	11.487	4	11.553	23	0	0	0	1	1	0	1	1	0	0	0	0	0.02	0.11	0.11	0.01	0	0	0
567	NGC_2682	510-048486	132.783	45	11.9932	40	65	1989.07	1993.64	15.694	15.408	0.16	1	0	3	3	2	-12.8	2.1	-7.2	2.2	14.147	0.03	5	13.677	0.03	5	13.564	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.9	1	1	0.89	1	1	1
568	NGC_2682	510-048487	132.783	50	11.9815	48	120	1994.41	1978.76	14.47	14.617	0.08	1	0	4	4	3	-13.1	3.5	-2.2	4.5	13.471	0.02	5	13.15	0.03	5	13.034	0.03	5	15.511	12	14.805	12	15.146	22	14.561	3	14.523	26	0	0	0	0	0	0	1	0	0	1	0	0	0.91	1	1	0.86	1	1	1
569	NGC_2682	510-048488	132.783	51	11.8322	38	64	1996.68	1999.42	15.287	15.383	0.18	1	0	2	2	2	-33	3.6	-12.3	4.3	13.856	0.03	5	13.35	0.03	5	13.259	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
570	NGC_2682	510-048489	132.784	42	11.829	44	66	1990.65	1992.44	15.406	15.398	0.09	1	0	2	2	2	-27.7	2.1	-3.4	2.3	14.096	0.03	5	13.589	0.03	5	13.571	0.04	5	16.45	1	15.523	11	16.204	24	15.238	4	15.122	18	0	0	0	0	0	0	0	0	0	1	0	0	0	0.29	0	0	0	0	0
571	NGC_2682	510-048490	132.784	52	11.9266	69	106	1985.41	1980.22	15.53	15.445	0.34	1	0	2	2	2	-7.6	2.2	-5.4	2.7	14.177	0.03	5	13.692	0.03	5	13.648	0.03	5	16.771	8	15.811	11	16.285	22	15.462	4	15.317	21	0	0	0	0	0	0	0	0	0	1	0	0	0.91	1	1	0.94	1	1	1
572	NGC_2682	510-048491	132.784	85	11.9055	83	216	1961.79	1968.76	16.441	16.377	-9999.99	0	0	1	1	2	2.4	3.9	0.4	3.3	15.391	0.05	5	15.006	0.07	5	15.016	0.09	5	17.288	11	16.814	1	16.988	1	16.547	1	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.03	0.02	0.04	0.03	0	0	0
573	NGC_2682	510-048492	132.785	18	11.8355	85	90	1998.2	1996.44	13.469	13.462	0.07	1	0	4	4	3	-11.5	1.8	4.1	6.9	12.508	0.02	5	12.22	0.02	5	12.161	0.02	5	14.199	7	13.603	5	13.929	26	13.468	4	13.444	25	0	0	0	0	0	0	1	0	0	1	0	0	0.11	0.93	0.93	0.02	0	1	0
574	NGC_2682	510-048493	132.786	36	11.8481	58	73	1995.89	1994.2	13.657	13.667	0.08	1	0	4	4	3	-7.3	2.6	-2.8	4.3	12.703	0.02	5	12.438	0.02	5	12.366	0.02	5	14.408	7	13.813	6	14.136	26	13.67	2	13.651	22	0	0	0	0	0	0	1	0	0	1	0	0	0.93	0.99	1	0.93	1	1	1
575	NGC_2682	510-048494	132.786	111	11.8253	60	182	1984.2	1992.08	14.683	14.556	0.13	1	0	3	3	3	2.1	8.1	-34.6	4	13.387	0.03	4	13.124	0.03	5	13.028	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
576	NGC_2682	510-048495	132.787	23	11.9649	22	33	1995.91	1995.33	14.091	14.106	0.12	1	0	4	4	3	-10.9	1.7	-4.5	1.7	13.127	0.02	5	12.848	0.02	5	12.781	0.02	5	14.905	12	14.303	12	14.581	23	14.103	4	14.069	17	0	0	0	0	0	0	1	0	0	1	0	0	0.93	1	1	0.95	1	1	1
577	NGC_2682	510-048497	132.788	25	11.9501	39	54	1993.71	1989.6	14.441	14.397	0.15	1	0	4	4	3	-8.6	1.7	-7.1	2.6	13.349	0.02	5	13.058	0.02	5	12.934	0.03	5	15.312	14	14.608	9	14.964	22	14.403	5	14.344	19	0	0	0	0	0	0	1	0	0	3	0	0	0.93	1	1	0.92	1	1	1
578	NGC_2682	510-048498	132.789	78	11.8057	26	83	1998.29	1997.6	13.271	13.277	0.08	1	0	4	4	3	1.3	7.9	-9.6	2.6	12.292	0.02	5	12.009	0.02	5	11.958	0.02	5	13.952	1	13.364	1	13.604	1	13.221	1	13.061	1	0	0	0	0	0	0	1	0	0	1	0	0	0.08	0.13	0.13	0.01	0	0	0
579	NGC_2682	510-048499	132.789	92	11.8942	92	178	1976.74	1975.16	16.255	16.123	-9999.99	0	0	1	1	2	-9.9	3.6	0.3	3.6	14.834	0.04	5	14.17	0.03	5	14.183	0.05	5	18.046	27	17.101	1	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.88	1	1	0.7	1	1	1
580	NGC_2682	510-048500	132.79	28	11.986	37	47	1997.32	1996.51	13.67	13.25	0.13	0	35	4	3	2	-12.1	2.2	-12.4	2.5	12.658	0.02	25	12.348	0.02	25	12.298	0.02	25	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	4	0	0	0.2	0.94	0.96	0.09	0	1	0
581	NGC_2682	510-048502	132.794	71	11.9095	80	154	1975.54	1971.66	16.012	15.94	-9999.99	0	0	1	1	2	-2.6	2.8	1.2	3.1	14.465	0.03	5	13.932	0.03	5	13.806	0.04	5	17.414	15	16.4	13	16.879	3	15.876	5	15.598	13	0	0	0	0	0	0	0	0	0	1	0	0	0.52	0.42	0.56	0.26	1	0	0
582	NGC_2682	510-048503	132.795	84	11.8907	57	139	1972.59	1987.47	16.2	15.97	-9999.99	0	0	1	1	2	-9.2	3.3	-2.2	2.5	14.635	0.03	5	14.031	0.04	5	13.867	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.92	1	1	1
583	NGC_2682	510-048504	132.795	48	11.8164	69	104	1988.45	1979.2	15.697	15.831	0.16	1	0	2	2	2	-20.1	2.2	8.3	2.7	13.99	0.03	5	13.452	0.03	5	13.306	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.04	0.05	0	0	0	0
584	NGC_2682	510-048505	132.797	46	11.9559	47	72	1988.71	1991.11	15.541	15.507	0.13	1	0	2	2	2	-11.8	2.1	-4.4	2.3	14.133	0.03	5	13.713	0.03	5	13.604	0.04	5	16.663	10	15.735	1	16.271	26	15.514	4	15.3	1	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.94	1	1	1
585	NGC_2682	510-048506	132.799	75	11.814	77	108	1998.5	1998.49	13.682	13.651	0.09	1	0	4	4	3	-25.2	7.6	10.1	8	12.686	0.02	5	12.371	0.02	5	12.331	0.02	5	14.435	1	13.786	1	14.001	1	13.616	1	-9999.99	-9999.99	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
586	NGC_2682	510-048507	132.799	31	11.8338	34	47	1995.24	1995.74	15.212	15.17	0.09	1	2	3	2	2	-20	2	-14.5	2.2	13.665	0.02	5	13.12	0.02	5	13.031	0.03	5	16.447	14	15.421	4	15.952	26	15.064	3	14.928	26	0	0	0	0	0	0	0	0	0	2	0	0	0	0.35	0	0	0	0	0
587	NGC_2682	510-048508	132.8	26	11.8074	27	42	1990.69	2000.18	14.642	14.726	0.11	1	0	3	3	2	-6.6	2.1	-5.8	6.3	13.558	0.02	5	13.236	0.03	5	13.168	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	1	0	0	0	0	0	0.93	0.99	0.99	0.93	1	1	1
588	NGC_2682	510-048509	132.801	35	11.9112	43	58	1994.12	1993.14	15.133	15.079	0.22	1	0	3	3	2	-15.7	2	5	2.3	13.866	0.03	5	13.493	0.03	5	13.33	0.03	5	16.075	5	15.29	2	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.69	0.77	0	0	1	0
589	NGC_2682	510-048512	132.801	74	11.8935	79	143	1976.03	1979.58	15.865	16.02	-9999.99	0	0	1	1	2	-32.5	2.9	-5.7	3.1	15.125	0.04	5	14.833	0.07	5	14.797	0.09	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
590	NGC_2682	510-048513	132.801	21	11.9064	37	50	1982.85	1997.78	14.057	13.992	0.09	1	0	4	4	3	-9.6	1.5	-3.1	3.4	12.986	0.02	5	12.708	0.02	5	12.623	0.02	5	14.802	2	14.158	2	14.528	23	14.027	6	13.975	21	0	0	0	0	0	0	1	0	0	1	0	0	0.92	1	1	0.94	1	1	1
591	NGC_2682	510-048515	132.803	87	11.8018	83	222	1961.38	1968.84	16.461	16.281	-9999.99	0	0	1	1	2	5.8	4	5.6	3.4	15.419	0.06	5	14.994	0.08	5	15.059	0.11	6	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
592	NGC_2682	510-048516	132.803	21	11.8429	22	31	1998.31	1996.93	13.486	13.513	0.08	1	0	4	4	3	-13.4	2.2	-7.2	2.3	12.536	0.02	5	12.276	0.02	5	12.194	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	1	0	0	1	0	0	0.89	0.99	1	0.87	1	1	1
593	NGC_2682	510-048517	132.803	13	11.8785	15	24	1986.06	1987.43	10.234	10.201	0.02	1	0	4	4	7	-8.6	0.8	-5.1	0.8	8.65	0.02	5	8.122	0.02	5	7.976	0.02	5	11.629	9	10.544	8	11.107	24	10.192	5	10	22	0	0	0	1	1	0	1	1	0	1	0	0	0.89	1	1	0.95	1	1	1
594	NGC_2682	510-048518	132.804	62	11.8978	66	114	1979.13	1981.62	15.217	15.397	0.04	1	0	2	2	2	14.5	2.4	-11.7	2.7	14.059	0.03	5	13.577	0.03	5	13.519	0.03	5	16.582	25	15.609	5	15.879	3	15.326	3	15.139	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
595	NGC_2682	510-048519	132.804	33	11.9502	23	43	1992.95	1998.04	14.264	14.276	0.07	1	0	4	4	3	-10.6	2.2	-4.9	2.4	13.238	0.02	5	12.919	0.02	5	12.847	0.03	5	15.215	11	14.518	11	14.838	22	14.303	4	14.242	23	0	0	0	0	0	0	1	0	0	3	0	0	0.92	1	1	0.95	1	1	1
596	NGC_2682	510-048520	132.806	70	11.8612	33	79	1997.63	1998.19	13.203	13.127	0.11	1	0	4	4	3	0.7	6.6	-2.6	3.4	11.657	0.02	5	11.058	0.02	5	10.958	0.02	5	14.464	12	13.472	9	13.992	27	13.112	6	12.898	24	0	0	0	0	0	0	1	0	0	1	0	0	0.49	0.15	0.22	0.29	0	0	0
597	NGC_2682	510-048521	132.807	49	11.8439	16	53	1996.03	1993.89	12.085	12.067	0.04	1	0	4	4	4	-13.6	3.1	-5.6	1	10.972	0.02	5	10.67	0.02	5	10.599	0.02	5	12.896	1	12.171	1	12.502	1	11.987	1	11.857	1	0	0	0	7	0	0	1	0	0	1	0	0	0.91	1	1	0.9	1	1	1
598	NGC_2682	510-048522	132.807	22	11.8551	18	30	1995.42	1992.72	13.526	13.493	0.11	1	0	4	4	3	-8.7	1.6	-5	1.2	12.555	0.02	5	12.273	0.02	5	12.225	0.02	5	14.217	10	13.626	6	13.928	24	13.487	4	13.495	24	0	0	0	1	0	0	1	0	0	0	0	0	0.89	1	1	0.95	1	1	1
599	NGC_2682	510-048523	132.807	21	11.833	46	54	1994.49	1994.43	14.238	14.189	0.12	1	0	4	4	3	-2.9	1.5	2	3.4	13.216	0.02	5	12.97	0.02	5	12.906	0.02	5	14.854	4	14.292	2	14.646	25	14.196	4	14.19	24	0	0	0	0	0	0	1	0	0	1	0	0	0.38	0.38	0.45	0.15	0	0	0
600	NGC_2682	510-048524	132.808	36	11.9595	35	52	1993.93	1995.99	15.186	14.99	0.11	1	0	3	3	2	-8.1	2	-6.3	2.3	13.853	0.02	5	13.434	0.03	5	13.346	0.03	5	16.063	7	15.279	14	15.66	21	15.016	5	14.878	18	0	0	0	0	0	0	0	0	0	1	0	0	0.92	1	1	0.93	1	1	1
601	NGC_2682	510-048525	132.81	41	11.8445	19	48	1994.17	1997.59	13.253	13.237	0.09	1	0	4	4	4	-9.8	2.9	-5.9	1.4	12.281	0.02	5	12.031	0.02	5	11.948	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	3	0	0	1	0	0	1	0	0	0.92	1	1	0.94	1	1	1
602	NGC_2682	510-048526	132.812	35	11.8166	51	67	1994.36	1990.06	15.173	15.187	0.22	1	0	3	3	2	-20.3	2	-3	2.4	13.911	0.03	5	13.485	0.03	5	13.438	0.04	5	16.166	2	15.248	5	15.781	26	14.924	4	14.864	34	0	0	0	0	0	0	0	0	0	1	0	0	0.05	0.75	0.79	0.1	0	1	0
603	NGC_2682	510-048527	132.813	59	11.8225	16	67	1993.43	1988.25	14.092	13.985	0.15	1	0	4	4	3	-14.4	3.9	-5.6	1.2	13.012	0.02	5	12.692	0.02	5	12.642	0.02	5	14.803	7	14.181	5	14.524	26	14.003	3	14.014	22	0	0	0	0	0	0	1	0	0	1	0	0	0.89	1	1	0.88	1	1	1
604	NGC_2682	510-048528	132.813	30	11.9771	20	42	1986.71	1993.02	13.769	13.807	0.09	1	0	4	4	3	-0.3	1.5	-18.9	1.4	12.88	0.02	5	12.622	0.02	5	12.538	0.02	5	14.442	13	13.948	11	14.177	21	13.795	5	13.773	20	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
605	NGC_2682	510-048529	132.814	61	11.8373	20	67	1995.69	1997.39	12.679	12.674	0.05	1	0	4	4	3	-14.5	4.6	-7	1.7	11.724	0.02	5	11.464	0.02	5	11.424	0.02	5	13.391	9	12.823	6	13.126	24	12.671	4	12.666	23	0	0	0	0	0	0	1	0	0	1	0	0	0.85	0.99	0.99	0.83	1	1	1
606	NGC_2682	510-048530	132.814	102	11.8661	64	172	1983.61	1989.61	14.854	14.841	0.16	1	0	3	3	3	-14.7	7.2	-7	3.6	13.678	0.02	5	13.324	0.03	5	13.245	0.03	5	15.827	10	15.047	6	15.456	24	14.822	5	14.773	14	0	0	0	0	0	0	1	0	0	1	0	0	0.83	0.99	0.99	0.82	1	1	1
607	NGC_2682	510-048531	132.815	70	11.9898	72	107	1993.33	1992.26	15.411	15.31	-9999.99	0	0	1	1	2	58.1	3.9	-72	3.8	-9999.99	-9999.99	0	-9999.99	-9999.99	0	-9999.99	-9999.99	0	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
608	NGC_2682	510-048532	132.815	37	11.8489	18	41	1997.2	1998.61	12.807	12.787	0.06	1	0	4	4	3	-8.1	3	-3.7	1.5	11.485	0.02	5	11.094	0.02	5	11.013	0.02	5	13.791	1	13.059	1	13.326	1	12.767	1	-9999.99	-9999.99	0	0	0	1	0	0	1	0	0	0	0	0	0.9	1	1	0.95	1	1	1
609	NGC_2682	510-048533	132.815	22	11.8043	23	32	1998.28	1998.41	14.195	14.291	0.11	1	0	4	4	3	6.3	2.3	-1.1	2.5	13.244	0.02	35	12.965	0.03	35	12.955	0.03	35	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
610	NGC_2682	510-048534	132.816	48	11.883	17	54	1992.54	1993.76	12.702	12.691	0.07	1	0	4	4	4	-13.1	2.5	-4.5	1	11.728	0.02	5	11.453	0.02	5	11.391	0.02	5	13.426	10	12.86	9	13.145	23	12.7	5	12.677	21	0	0	0	1	0	0	1	0	0	1	0	0	0.92	1	1	0.92	1	1	1
611	NGC_2682	510-048535	132.816	35	11.901	57	72	1995.48	1990.1	15.297	15.145	0.32	1	0	2	2	2	-18.6	2.2	-10.1	2.7	13.887	0.03	5	13.436	0.03	5	13.352	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	3	0	0	0.03	0.82	0.88	0.09	0	1	0
612	NGC_2682	510-048536	132.819	51	11.9042	20	58	1993.76	1997.09	13.406	13.403	0.07	1	0	4	4	3	-6.5	3.4	-1.6	1.6	12.441	0.02	5	12.203	0.02	5	12.116	0.02	5	14.208	10	13.633	8	13.914	22	13.462	4	13.432	23	0	0	0	0	0	0	1	0	0	1	0	0	0.93	0.98	0.99	0.89	1	1	1
613	NGC_2682	510-048537	132.82	83	11.8442	26	87	1998.67	1999.14	13.043	11.729	0.72	1	35	4	4	3	-2.6	6.9	-1.7	2.4	12.048	0.03	25	11.742	0.03	25	11.719	0.03	25	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	6	0	0	0	0	0	2	0	0	0.85	0.62	0.72	0.7	1	1	1
614	NGC_2682	510-048539	132.821	28	11.8359	18	34	1996.92	1995.68	13.058	13.039	0.08	1	0	4	4	3	-9.3	2.2	-5.8	1.3	12.133	0.02	5	11.909	0.02	5	11.845	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	3	0	0	1	0	0	0	0	0	0.92	1	1	0.95	1	1	1
615	NGC_2682	510-048540	132.821	27	11.8462	15	34	1986.94	1981.94	10.863	10.83	0.03	1	35	4	4	5	-7.7	1	-5.2	0.5	9.284	0.02	5	8.712	0.02	5	8.606	0.02	5	12.114	10	11.095	7	11.617	22	10.76	4	10.551	18	0	0	0	4	8	0	0	8	0	2	0	0	0.9	1	1	0.95	1	1	1
616	NGC_2682	510-048541	132.821	20	11.8045	33	43	1985.57	1990.68	9.942	9.915	0.02	1	0	4	3	6	-11	0.9	-3.9	1.6	8.14	0.03	5	7.526	0.02	5	7.385	0.02	5	11.554	6	10.316	4	10.996	23	9.939	6	9.621	21	0	0	0	1	1	0	1	1	0	3	0	0	0.93	1	1	0.94	1	1	1
617	NGC_2682	510-048542	132.824	27	11.8349	14	43	1984.48	1988.42	13.397	13.403	0.08	1	0	4	4	4	-7.3	1.8	-7.4	1	12.393	0.02	5	12.135	0.02	5	12.101	0.02	5	14.017	1	13.274	1	13.84	1	13.048	1	-9999.99	-9999.99	0	0	0	3	0	0	1	0	0	3	0	0	0.93	1	1	0.89	1	1	1
618	NGC_2682	510-048543	132.826	19	11.8388	23	33	1990.39	1998.41	14.173	14.186	0.09	1	0	4	4	2	-15	1.5	-4.9	3.1	13.042	0.03	5	12.68	0.04	5	12.592	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	7	0	0	0	0	0	0.86	1	1	0.85	1	1	1
619	NGC_2682	510-048544	132.827	64	11.8226	23	70	1996.69	1996.07	12.515	12.502	0.06	1	0	4	4	3	-16.4	5.4	-6.6	2	11.506	0.02	5	11.229	0.02	5	11.145	0.02	5	13.195	12	12.568	7	12.902	27	12.405	4	12.405	20	0	0	0	0	0	0	1	0	0	1	0	0	0.68	0.98	0.99	0.7	1	1	1
620	NGC_2682	510-048546	132.828	22	11.9305	22	32	1995.19	1996.15	14.035	13.988	0.12	1	0	4	4	3	-10.7	1.5	-5.3	1.7	12.988	0.02	5	12.685	0.02	5	12.673	0.02	5	14.799	14	14.177	10	14.477	22	13.988	4	13.952	19	0	0	0	0	0	0	1	0	0	1	0	0	0.93	1	1	0.95	1	1	1
621	NGC_2682	510-048547	132.828	37	11.8552	35	55	1991.24	1997.77	12.87	12.818	0.1	1	0	4	4	4	-12.3	2.3	-1.9	2.9	11.502	0.02	5	11.089	0.02	5	11.02	0.02	5	13.915	10	13.059	6	13.494	24	12.794	4	12.655	19	0	0	0	1	0	0	1	0	0	1	0	0	0.92	1	1	0.87	1	1	1
622	NGC_2682	510-048548	132.828	98	11.9051	94	199	1972.49	1972.57	16.082	16.253	-9999.99	0	0	1	1	2	-6.8	3.8	-1.2	3.7	14.519	0.03	5	13.866	0.04	5	13.702	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.93	0.98	0.99	0.87	1	1	1
623	NGC_2682	510-048549	132.829	25	11.9697	30	41	1992.3	1994.01	12.063	12.031	0.05	1	0	4	4	4	-6.9	1.3	-2.6	1.8	10.587	0.02	5	10.095	0.02	5	10.012	0.02	5	13.318	11	12.351	11	12.819	20	12.028	5	11.851	19	0	0	0	1	0	0	1	0	0	1	0	0	0.93	0.99	0.99	0.92	1	1	1
624	NGC_2682	510-048550	132.829	49	11.8349	25	57	1993.96	1996.34	12.406	12.404	0.06	1	0	4	4	4	-3.6	2.8	-4.8	1.6	11.428	0.02	5	11.155	0.02	5	11.106	0.02	5	13.193	10	12.6	7	12.91	26	12.415	3	12.398	18	0	0	0	1	0	0	1	0	0	1	0	0	0.92	0.84	0.9	0.85	1	1	1
625	NGC_2682	510-048551	132.83	18	11.8234	21	29	1994.01	1999.69	13.808	13.717	0.12	1	0	4	4	2	-8.3	1.6	-8.2	3.9	12.748	0.02	5	12.468	0.02	5	12.427	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	1	0	0	0	0	0	0.92	1	1	0.85	1	1	1
626	NGC_2682	510-048552	132.832	55	11.8275	46	82	1983.43	1991.71	15.591	15.586	0.2	1	0	2	2	2	-2.4	2.2	-1.1	2.3	14.096	0.03	45	13.683	0.03	45	13.577	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.81	0.55	0.67	0.61	1	1	1
627	NGC_2682	510-048553	132.832	32	11.8696	20	43	1990.73	1997.46	13.785	13.774	0.08	1	0	4	4	3	-11.7	2.3	-5.8	1.9	12.717	0.02	5	12.368	0.02	5	12.305	0.02	5	14.591	11	13.963	8	14.268	22	13.764	5	13.709	18	0	0	0	0	0	0	1	0	0	1	0	0	0.93	1	1	0.94	1	1	1
628	NGC_2682	510-048554	132.833	71	11.8105	73	132	1979.51	1978.19	15.977	16.263	-9999.99	0	0	1	1	2	-6.7	2.8	-26.1	2.9	15.084	0.04	5	14.508	0.05	5	14.445	0.07	5	17.916	29	16.786	1	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
629	NGC_2682	510-048555	132.833	52	11.8505	22	60	1994.5	1997.33	14.144	14.1	0.16	1	0	3	3	3	-9	3.9	-4.8	2	13.133	0.02	5	12.81	0.02	5	12.763	0.03	5	15.037	9	14.37	6	14.75	24	14.177	5	14.233	23	0	0	0	0	0	0	1	0	0	1	0	0	0.89	1	1	0.95	1	1	1
630	NGC_2682	510-048556	132.834	19	11.8398	30	37	1997.3	1994.95	13.616	13.832	0.27	1	0	4	4	3	-11.3	1.8	-7	2.2	12.843	0.02	5	12.587	0.02	5	12.506	0.02	5	14.605	10	14.001	9	14.373	33	13.859	4	13.942	35	0	0	0	1	0	0	1	0	0	0	0	0	0.93	1	1	0.92	1	1	1
631	NGC_2682	510-048557	132.834	22	11.88	21	32	1993.46	1999.85	13.727	13.785	0.08	1	0	4	4	3	-7.4	1.9	-6.3	3.9	12.772	0.02	5	12.545	0.02	5	12.457	0.02	5	14.445	3	13.862	2	14.211	25	13.75	5	13.744	22	0	0	0	0	0	0	1	0	0	1	0	0	0.93	1	1	0.93	1	1	1
632	NGC_2682	510-048558	132.837	38	11.8906	21	51	1989.09	1987.74	11.042	11.031	0.06	1	0	4	3	7	-10.1	2.2	-4.2	1	10.28	0.02	5	10.08	0.02	5	10.007	0.02	5	11.647	10	11.248	8	11.436	21	11.143	3	11.188	18	0	0	0	1	1	0	1	1	0	1	0	0	0.92	1	1	0.95	1	1	1
